scientific_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec,common_name,Err:508
Pyrrosia rupestris (R.Br.) Ching,Polypodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quassia amara L.,Simaroubaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,(No common name found),
Quercus robur L.,Fagaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quinetia urvillei Cass.,Asteraceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Quinetia,
Quinqueremulus linearis Paul G.Wilson,Asteraceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quintinia fawkneri F.Muell.,Paracryphiaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,(No common name found),
Quintinia quatrefagesii F.Muell.,Paracryphiaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,(No common name found),
Quintinia sieberi A.DC.,Paracryphiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,(No common name found),
Quintinia verdonii F.Muell.,Paracryphiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,(No common name found),
Quoya atriplicina (F.Muell.) B.J.Conn & Henwood,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quoya cuneata Gaudich.,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quoya loxocarpa (F.Muell.) B.J.Conn & Henwood,Lamiaceae,Australia,austraits,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quoya oldfieldii (F.Muell.) B.J.Conn & Henwood,Lamiaceae,Australia,austraits,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quoya paniculata F.Muell.,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quoya verbascina (F.Muell.) B.J.Conn & Henwood,Lamiaceae,Australia,austraits,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Quoya zonalis K.A.Sheph. & Hislop,Lamiaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,(No common name found),
Radyera farragei (F.Muell.) Fryxell & S.H.Hashmi,Malvaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Randia audasii C.T.White,Rubiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,(No common name found),
Randia moorei F.Muell. ex Benth.,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Randia sp. Gordon Creek (B.P.Hyland 15252) Qld Herbarium,Rubiaceae,Australia,austraits,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,(No common name found),
Randia tuberculosa F.M.Bailey,Rubiaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ranunculus acaulis DC.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,(No common name found),
Ranunculus acris L. subsp. acris,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus acris L.,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus acrophilus B.G.Briggs,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus amphitrichus Colenso,Ranunculaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus amplus N.G.Walsh & B.G.Briggs,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus anemoneus F.Muell.,Ranunculaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus arvensis L.,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus clivicola B.G.Briggs,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus collicola Menadue,Ranunculaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus collinus R.Br. ex DC.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus colonorum Endl.,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus crassipes Hook.f.,Ranunculaceae,Australia,austraits,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,(No common name found),
Ranunculus decurvus (Hook.f.) Melville,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus diminutus B.G.Briggs,Ranunculaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,(No common name found),
Ranunculus dissectifolius F.Muell. ex Benth.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus eichlerianus B.G.Briggs,Ranunculaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus flammula L. subsp. flammula,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus flammula L.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus glabrifolius Hook.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus graniticola Melville,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus gunnianus Hook.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus hamatosetosus H.Eichler,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus inundatus R.Br. ex DC.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,(No common name found),
Ranunculus jugosus Menadue,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus lappaceus Sm.,Ranunculaceae,Australia,austraits,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,(No common name found),
Ranunculus meristus B.G.Briggs & Makinson,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus millanii F.Muell.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus muelleri Benth.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus muricatus L.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus nanus Hook.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus niphophilus B.G.Briggs,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pachycarpus B.G.Briggs,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus papulentus Melville,Ranunculaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus parviflorus L.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pascuinus (Hook.f.) Melville,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus pentandrus J.M.Black var. pentandrus,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pentandrus J.M.Black,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pentandrus var. platycarpus (F.Muell.) H.Eichler,Ranunculaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pimpinellifolius Hook.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,(No common name found),
Ranunculus plebeius R.Br. ex DC.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus prasinus Menadue,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus productus B.G.Briggs,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pumilio R.Br. ex DC. var. pumilio,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,(No common name found),
Ranunculus pumilio R.Br. ex DC.,Ranunculaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus pumilio var. politus Melville,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus repens L.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,(No common name found),
Ranunculus robertsonii Benth.,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus sardous Crantz,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus scapiger Hook.,Ranunculaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus sceleratus L. subsp. sceleratus,Ranunculaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus sceleratus L.,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,(No common name found),
Ranunculus sessiliflorus R.Br. ex DC. var. sessiliflorus,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,(No common name found),
Ranunculus sessiliflorus R.Br. ex DC.,Ranunculaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus sessiliflorus var. pilulifer (Hook.) Melville,Ranunculaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus setaceus Rodway,Ranunculaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus trichophyllus Chaix,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus trilobus Desf.,Ranunculaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus triplodontus Melville,Ranunculaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,(No common name found),
Ranunculus undosus Melville,Ranunculaceae,Australia,austraits,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus victoriensis B.G.Briggs,Ranunculaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ranunculus x ligulatus Melville,Ranunculaceae,Australia,austraits,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rapanea sp. (Mountain Rapanea),Primulaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(No common name found),
Raphanus maritimus Sm.,Brassicaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Raphanus raphanistrum L.,Brassicaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Raphanus sativus L.,Brassicaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rapistrum rugosum (L.) All.,Brassicaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,(No common name found),
Rauvolfia tetraphylla L.,Apocynaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reedia spathacea F.Muell.,Cyperaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Regelia ciliata Schauer,Myrtaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Regelia cymbifolia (Diels) C.A.Gardner,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Regelia inops (Schauer) Schauer,Myrtaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Regelia megacephala C.A.Gardner,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Regelia velutina (Turcz.) C.A.Gardner,Myrtaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reichardia tingitana (L.) Roth,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reinwardtia indica Dumort.,Linaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Remusatia vivipara (Roxb.) Schott,Araceae,Australia,austraits,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reseda alba L.,Resedaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reseda lutea L.,Resedaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reseda luteola L.,Resedaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reseda odorata L.,Resedaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Reseda phyteuma L.,Resedaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Retama raetam (Forssk.) Webb & Berthel.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhadinothamnus anceps (DC.) Paul G.Wilson,Rutaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhadinothamnus euphemiae (F.Muell.) Paul G.Wilson,Rutaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhadinothamnus rudis (Bartl.) Paul G.Wilson,Rutaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhadinothamnus rudis subsp. linearis (C.A.Gardner) Paul G.Wilson,Rutaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia acicularis Paul G.Wilson,Chenopodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia baccata (Labill.) Moq. subsp. baccata,Chenopodiaceae,Australia,austraits,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia baccata (Labill.) Moq.,Chenopodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia baccata subsp. dioica (Nees) Paul G.Wilson,Chenopodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia candolleana Moq. subsp. candolleana,Chenopodiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,(No common name found),
Rhagodia candolleana Moq.,Chenopodiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia candolleana subsp. argentea Paul G.Wilson,Chenopodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia crassifolia R.Br.,Chenopodiaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia drummondii Moq.,Chenopodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia eremaea Paul G.Wilson,Chenopodiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia latifolia (Benth.) Paul G.Wilson,Chenopodiaceae,Australia,austraits,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia parabolica R.Br.,Chenopodiaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia preissii Moq. subsp. preissii,Chenopodiaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia preissii Moq.,Chenopodiaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia preissii subsp. obovata (Moq.) Paul G.Wilson,Chenopodiaceae,Australia,austraits,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia spinescens R.Br.,Chenopodiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhagodia ulicina (Gand.) Paul G.Wilson,Chenopodiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhamnella vitiensis (Benth.) A.C.Sm.,Rhamnaceae,Australia,austraits,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,(No common name found),
Rhamnus alaternus L.,Rhamnaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhamnus napalensis (Wall.) M.A.Lawson,Rhamnaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,(No common name found),
Rhamphicarpa australiensis Steenis,Orobanchaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhaphidophora australasica F.M.Bailey,Araceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhaphidophora hayi P.C.Boyce & Bogner,Araceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhaphidophora petrieana A.Hay,Araceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,(No common name found),
Rhaphidospora bonneyana (F.Muell.) R.M.Barker,Acanthaceae,Australia,austraits,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhaphidospora cavernarum (F.Muell.) R.M.Barker,Acanthaceae,Australia,austraits,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,(No common name found),
Rhaphiolepis indica (L.) Lindl.,Rosaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhetinocarpha suffruticosa (Benth.) Paul G.Wilson & M.A.Wilson,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhinerrhiza divitiflora (F.Muell. ex Benth.) Rupp,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhipidorchis micrantha (A.Rich.) D.L.Jones & M.A.Clem.,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhizanthella gardneri R.S.Rogers,Orchidaceae,Australia,austraits,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Underground Orchid,
Rhizanthella slateri (Rupp) M.A.Clem. & P.J.Cribb,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastern Underground Orchid,
Rhizophora apiculata Blume,Rhizophoraceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,(No common name found),
Rhizophora mucronata Poir.,Rhizophoraceae,Australia,austraits,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(No common name found),
Rhizophora stylosa Griff.,Rhizophoraceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Rhizophora x lamarckii Montrouz.,Rhizophoraceae,Australia,austraits,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhodamnia acuminata C.T.White,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhodamnia angustifolia N.Snow & Guymer,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Rhodamnia argentea Benth.,Myrtaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,(No common name found),
Rhodamnia australis A.J.Scott,Myrtaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,(No common name found),
Rhodamnia blairiana F.Muell.,Myrtaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,(No common name found),
Rhodamnia costata A.J.Scott,Myrtaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,(No common name found),
Rhodamnia dumicola Guymer & Jessup,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
